Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample28,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample28,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.956043956043956,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample28,Bivariate Equivalence Test,"K=13, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample29,KS Test,,0.0013444571366001,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample29,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6853146853146853,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample29,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.984015984015984,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample29,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.5444555444555444,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample29,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample30,KS Test,,0.0394496513462256,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample30,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.2147852147852147,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample30,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7482517482517482,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample30,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.0379620379620379,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample30,Bivariate Equivalence Test,"K=11, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample31,KS Test,,0.0001014721895901,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample31,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.9090909090909092,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample31,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.2327672327672327,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample31,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.981018981018981,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample31,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample32,KS Test,,7.406310256849539e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample32,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.939060939060939,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample32,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.1178821178821178,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample32,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.976023976023976,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample32,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample33,KS Test,,0.000574757647113,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample33,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.2767232767232767,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample33,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.1408591408591408,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample33,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample33,Bivariate Equivalence Test,"K=9, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample34,KS Test,,0.0246088488235327,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample34,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6903096903096904,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample34,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.6303696303696303,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample34,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.912087912087912,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample34,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample35,KS Test,,7.826190759506531e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample35,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.8061938061938062,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample35,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5374625374625375,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample35,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample35,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample36,KS Test,,2.704446403217767e-07,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample36,Independence Test (Color: 0),"K_marg=8, K_joint=14, n_samples=450",0.6833166833166833,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample36,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.8641358641358642,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample36,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.9090909090909092,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample36,Bivariate Equivalence Test,"K=8, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample37,KS Test,,2.3535630728598882e-07,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample37,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6423576423576424,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample37,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5404595404595405,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample37,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8851148851148851,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample37,Bivariate Equivalence Test,"K=12, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample38,KS Test,,0.000770087580792,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample38,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.928071928071928,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample38,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.6253746253746254,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample38,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.1748251748251748,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample38,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample39,KS Test,,2.362164504298128e-06,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample39,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.7802197802197802,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample39,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5024975024975025,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample39,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.1338661338661338,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample39,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample40,KS Test,,2.213393155914648e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample40,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.7822177822177823,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample40,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.4455544455544455,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample40,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.9010989010989012,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample40,Bivariate Equivalence Test,"K=14, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample41,KS Test,,0.0001193478179136,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample41,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.0399600399600399,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample41,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5684315684315684,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample41,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.918081918081918,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample41,Bivariate Equivalence Test,"K=15, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample42,KS Test,,1.9794080323107025e-08,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample42,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.0379620379620379,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample42,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.981018981018981,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample42,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample42,Bivariate Equivalence Test,"K=14, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample43,KS Test,,0.0011962155883808,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample43,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample43,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.945054945054945,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample43,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.9270729270729272,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample43,Bivariate Equivalence Test,"K=11, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample44,KS Test,,4.415469836347684e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample44,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.7912087912087912,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample44,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.2937062937062937,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample44,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.916083916083916,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample44,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample45,KS Test,,0.0004773724311221,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample45,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.0139860139860139,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample45,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.2247752247752247,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample45,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8941058941058941,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample45,Bivariate Equivalence Test,"K=8, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample46,KS Test,,1.6248587781117402e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample46,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.9310689310689312,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample46,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.4275724275724276,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample46,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.9690309690309692,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample46,Bivariate Equivalence Test,"K=15, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample47,KS Test,,0.0016933340826992,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample47,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6443556443556444,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample47,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.3476523476523476,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample47,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.1908091908091908,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample47,Bivariate Equivalence Test,"K=15, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample48,KS Test,,0.008650306393647,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample48,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.5454545454545454,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample48,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.1028971028971029,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample48,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.981018981018981,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample48,Bivariate Equivalence Test,"K=8, #class1=125, #class2=163",0.0019980019980019,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample49,KS Test,,0.0010633002735347,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample49,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.928071928071928,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample49,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7872127872127872,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample49,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.4105894105894105,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample49,Bivariate Equivalence Test,"K=10, #class1=125, #class2=163",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample50,KS Test,N/A,2.9169895237550342e-05,0.016666666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample50,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.8541458541458542,0.005555555555555556,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample50,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.6473526473526473,0.005555555555555556,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample50,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.986013986013986,0.005555555555555556,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-1kNodes_Sample50,Bivariate Equivalence Test,"K=16, #class1=125, #class2=163",0.000999000999000999,0.016666666666666666,Reject H0
