startpoint,endpoint,weight,edge number
399,535,30,7913
399,414,51,7914
399,704,35,7915
399,690,3,7916
293,2,525,7917
293,32,83867,7918
293,288,37,7919
293,290,32,7920
293,22,67,7921
293,5,9,7922
293,426,49,7923
293,430,2,7924
293,435,7,7925
293,508,16,7926
293,445,1,7927
293,336,28,7928
1105,397,11,7929
1105,22,14,7930
1105,329,19,7931
1105,330,17,7932
1105,332,2,7933
1105,1106,2,7934
1105,333,7,7935
1105,334,6,7936
1105,335,1,7937
109,107,853,7938
109,124,725,7939
109,127,734,7940
109,128,878,7941
109,386,670,7942
109,131,1009,7943
109,726,643,7944
109,242,3307,7945
109,132,398,7946
109,882,857,7947
109,140,434,7948
109,820,1166,7949
109,141,1127,7950
109,254,1140,7951
109,342,282,7952
109,147,1007,7953
109,58,1169,7954
109,1011,291,7955
109,108,867,7956
109,149,540,7957
109,476,317,7958
109,151,218,7959
109,613,104,7960
109,235,566,7961
109,811,468,7962
109,152,1151,7963
109,345,889,7964
109,110,373,7965
109,153,990,7966
109,66,730,7967
109,730,593,7968
109,154,574,7969
109,155,1009,7970
109,157,146,7971
109,158,734,7972
109,70,696,7973
109,481,715,7974
109,166,578,7975
109,769,192,7976
109,78,129,7977
109,263,580,7978
109,721,736,7979
109,847,391,7980
109,168,723,7981
109,731,310,7982
109,83,1168,7983
109,1107,232,7984
109,172,431,7985
109,85,877,7986
109,732,606,7987
109,174,820,7988
109,177,685,7989
109,182,989,7990
109,184,713,7991
109,94,579,7992
109,691,619,7993
109,244,436,7994
109,733,270,7995
109,1017,442,7996
109,472,140,7997
109,191,2046,7998
109,195,2130,7999
109,196,1,8000
109,112,1017,8001
109,113,3336,8002
109,1027,264,8003
109,103,145,8004
109,918,726,8005
61,44,58,8006
61,245,1050,8007
61,48,1,8008
61,546,35,8009
61,49,10,8010
61,585,2,8011
61,53,3,8012
61,54,35503,8013
61,138,10,8014
61,56,1,8015
61,60,57694,8016
61,63,1,8017
61,66,14,8018
61,10,1,8019
61,111,39,8020
61,72,85,8021
61,466,1,8022
61,81,68,8023
61,85,5,8024
61,174,35,8025
61,177,17,8026
61,178,21,8027
61,90,32316,8028
61,659,34,8029
61,92,28,8030
61,354,1,8031
61,376,16,8032
1073,60,7156,8033
1073,61,2,8034
1073,1074,57,8035
1073,174,1935,8036
773,315,2772,8037
773,242,758,8038
773,771,4,8039
773,1108,236,8040
1109,546,2,8041
1109,1110,10,8042
1109,87,4,8043
149,124,140,8044
149,233,75,8045
149,128,62,8046
149,339,16935,8047
149,129,48,8048
149,132,143,8049
149,136,314,8050
149,147,40725,8051
149,57,193,8052
149,109,607,8053
149,613,3,8054
149,153,2,8055
149,111,974,8056
149,164,20964,8057
149,165,11903,8058
149,167,72,8059
149,263,120,8060
149,847,137,8061
149,731,287,8062
149,732,59,8063
149,176,16064,8064
149,179,1,8065
149,515,6,8066
149,182,72904,8067
149,183,316,8068
149,849,148,8069
149,733,276,8070
149,193,4,8071
149,194,155,8072
149,195,57457,8073
149,196,97762,8074
149,197,144,8075
149,113,29502,8076
149,204,498,8077
149,240,163,8078
149,376,35,8079
149,784,4,8080
609,46,41464,8081
609,48,16,8082
609,129,5,8083
609,379,24,8084
609,595,14,8085
609,54,41,8086
609,55,30,8087
609,138,68,8088
609,707,40,8089
609,143,21260,8090
609,57,15389,8091
609,60,34139,8092
609,148,15,8093
609,840,5,8094
609,61,6,8095
609,372,4,8096
609,258,6,8097
609,68,1,8098
609,69,93,8099
609,111,64,8100
609,72,67,8101
609,350,1,8102
609,81,15,8103
609,82,9655,8104
609,373,3,8105
609,86,5,8106
609,178,6,8107
609,88,46675,8108
609,92,99,8109
609,188,36,8110
609,96,10,8111
609,271,2,8112
609,97,149,8113
609,194,86,8114
609,677,25,8115
609,473,5,8116
609,104,392,8117
609,376,1,8118
609,212,23,8119
609,106,21,8120
219,216,8227,8121
219,227,4077,8122
219,229,2,8123
219,230,5,8124
610,246,49,8125
610,46,38079,8126
610,748,2,8127
610,133,1,8128
610,55,88353,8129
610,143,9,8130
610,56,1,8131
610,146,2,8132
610,65,1,8133
610,223,4,8134
610,69,160,8135
610,71,44,8136
610,465,41,8137
610,77,4,8138
610,95,2,8139
610,194,38,8140
610,101,1,8141
610,202,2,8142
610,240,2,8143
150,44,28,8144
150,124,110,8145
150,213,1728,8146
150,216,4799,8147
150,246,7,8148
150,125,50867,8149
150,482,43669,8150
150,485,141302,8151
150,32,8728,8152
150,557,28554,8153
150,571,120514,8154
150,578,28239,8155
150,46,481468,8156
150,47,129,8157
150,579,86152,8158
150,128,77675,8159
150,314,11939,8160
150,462,32749,8161
150,580,52171,8162
150,581,52260,8163
150,129,28661,8164
150,546,343,8165
150,789,46276,8166
150,572,91,8167
150,49,135,8168
150,801,49257,8169
150,131,1,8170
150,560,2,8171
150,51,61995,8172
150,340,36048,8173
150,132,201,8174
150,586,108768,8175
150,587,4310,8176
150,133,270604,8177
150,247,47636,8178
150,878,36120,8179
150,588,113785,8180
150,880,54,8181
150,463,58281,8182
150,135,90902,8183
150,136,16,8184
150,137,48971,8185
150,590,2902,8186
150,591,176,8187
150,249,3,8188
150,593,823,8189
150,594,176977,8190
150,52,37405,8191
150,706,217,8192
150,54,149883,8193
150,55,481957,8194
150,138,72881,8195
150,140,16,8196
150,599,124757,8197
150,253,135595,8198
150,600,2895,8199
150,143,93246,8200
150,602,1691,8201
150,255,772,8202
150,145,47,8203
150,56,29412,8204
150,146,74784,8205
150,603,88604,8206
150,147,280216,8207
150,57,346976,8208
150,60,203397,8209
150,605,90255,8210
150,606,63535,8211
150,1086,75527,8212
150,608,10285,8213
150,611,56,8214
150,1111,12,8215
150,476,105,8216
150,613,8,8217
150,614,114066,8218
150,62,487316,8219
150,235,69,8220
150,618,110,8221
150,497,206959,8222
150,619,5,8223
150,64,15096,8224
150,620,85,8225
150,152,320,8226
150,621,192,8227
150,853,52131,8228
150,66,245,8229
150,258,18902,8230
150,623,50285,8231
150,259,39379,8232
150,67,20674,8233
150,155,12,8234
150,346,8726,8235
150,221,58382,8236
150,1112,51517,8237
150,625,1627,8238
150,627,90438,8239
150,418,75002,8240
150,157,72,8241
150,10,14,8242
150,68,82,8243
150,69,98117,8244
150,159,534134,8245
150,70,607,8246
150,111,87,8247
150,71,181,8248
150,72,74281,8249
150,842,24464,8250
150,465,143,8251
150,73,66615,8252
150,74,148,8253
150,1113,2660,8254
150,1114,192,8255
150,236,77,8256
150,164,358342,8257
150,165,394867,8258
150,752,7,8259
150,1040,36,8260
150,930,311,8261
150,76,303,8262
150,77,30,8263
150,633,530044,8264
150,634,41957,8265
150,635,7329,8266
150,856,110191,8267
150,78,11562,8268
150,721,2,8269
150,749,50,8270
150,1115,36,8271
150,640,61295,8272
150,641,98982,8273
150,265,27941,8274
150,79,64768,8275
150,80,673898,8276
150,350,27072,8277
150,81,163,8278
150,82,67097,8279
150,169,85524,8280
150,170,37,8281
150,644,304,8282
150,171,45433,8283
150,317,384471,8284
150,83,61634,8285
150,266,84,8286
150,172,64,8287
150,85,12170,8288
150,732,54,8289
150,174,191613,8290
150,175,85663,8291
150,649,1908,8292
150,651,131776,8293
150,652,45738,8294
150,86,30393,8295
150,87,70109,8296
150,374,79514,8297
150,176,15,8298
150,177,13855,8299
150,178,34751,8300
150,179,325,8301
150,1116,25150,8302
150,88,631056,8303
150,180,65613,8304
150,1117,40656,8305
150,1118,57246,8306
150,656,50,8307
150,181,315796,8308
150,182,82608,8309
150,517,82898,8310
150,90,91190,8311
150,183,296960,8312
150,91,61,8313
150,1119,160,8314
150,92,100048,8315
150,471,551,8316
150,322,44863,8317
150,661,17827,8318
150,185,372,8319
150,663,120,8320
150,664,52659,8321
150,665,80549,8322
150,186,50984,8323
150,862,80861,8324
150,187,14899,8325
150,269,78577,8326
150,188,121205,8327
150,95,57630,8328
150,189,1481,8329
150,96,34,8330
150,271,68778,8331
150,97,183986,8332
150,667,658,8333
150,1120,3040,8334
150,352,7509,8335
150,190,166264,8336
150,353,6711,8337
150,191,60198,8338
150,272,35166,8339
150,1121,2,8340
150,354,148,8341
150,668,206,8342
150,194,29802,8343
150,355,81550,8344
150,195,270773,8345
150,196,388724,8346
150,375,125,8347
150,670,30218,8348
150,197,160,8349
150,198,26071,8350
150,99,92789,8351
150,273,162715,8352
150,100,157,8353
150,113,83887,8354
150,199,606,8355
150,200,92951,8356
150,671,60878,8357
150,101,576,8358
150,102,72789,8359
150,1122,37,8360
150,673,29097,8361
150,675,106,8362
150,676,69,8363
150,678,41363,8364
150,274,47217,8365
150,868,309,8366
150,202,219,8367
150,323,251834,8368
150,698,2,8369
150,275,45,8370
150,203,305038,8371
150,534,52136,8372
150,103,12367,8373
150,239,82,8374
150,204,839,8375
150,1123,46713,8376
150,240,10193,8377
150,681,433,8378
150,104,218,8379
150,1124,35506,8380
150,376,11321,8381
150,540,517,8382
150,460,107,8383
150,474,61,8384
150,686,55416,8385
150,1125,41,8386
150,687,45417,8387
150,720,46030,8388
150,1126,15309,8389
150,1127,45,8390
150,1128,866,8391
150,871,108606,8392
150,212,109314,8393
150,205,43652,8394
150,206,48403,8395
150,688,17298,8396
150,106,237546,8397
150,231,61906,8398
1129,1103,1,8399
1129,366,29,8400
611,44,16,8401
611,125,63,8402
611,46,89090,8403
611,249,69,8404
611,52,5,8405
611,55,30584,8406
611,62,13876,8407
611,67,67,8408
611,69,112,8409
611,71,75,8410
611,73,69,8411
611,80,20767,8412
611,171,6,8413
611,317,102901,8414
611,178,67,8415
611,97,10491,8416
611,272,5,8417
611,200,6,8418
611,101,143,8419
611,203,18872,8420
611,103,17,8421
612,46,67356,8422
612,57,75432,8423
612,150,212,8424
612,69,49129,8425
612,159,50447,8426
612,74,76413,8427
612,165,6759,8428
612,317,276369,8429
612,88,170,8430
612,195,6,8431
612,196,388,8432
612,230,2,8433
1111,572,4,8434
1111,133,3,8435
1111,55,3,8436
1111,150,1,8437
1111,62,10,8438
1111,10,1,8439
1111,69,1,8440
1111,165,7,8441
1111,76,2,8442
1111,181,5,8443
1111,472,6,8444
1111,230,26,8445
22,20,4,8446
22,24,98,8447
22,115,22,8448
22,325,2282,8449
22,388,101,8450
22,326,3273,8451
22,32,202163,8452
22,17,2,8453
22,488,14,8454
22,566,1590,8455
22,389,2,8456
22,397,36,8457
22,315,200,8458
22,21,11571,8459
22,390,1480,8460
22,327,1150,8461
22,567,16,8462
22,964,11,8463
22,568,498,8464
22,971,12,8465
22,328,253,8466
22,1019,2,8467
22,1028,42,8468
22,147,6929,8469
22,495,724,8470
22,399,11,8471
22,293,75,8472
22,1105,14,8473
22,23,26,8474
22,497,1733,8475
22,498,144,8476
22,1130,2,8477
22,569,6592,8478
22,329,8160,8479
22,499,313,8480
22,500,2,8481
22,550,9,8482
22,1131,1,8483
22,1132,39,8484
22,1133,1,8485
22,5,17,8486
22,330,2486,8487
22,331,969,8488
22,294,248,8489
22,366,2708,8490
22,332,767,8491
22,1134,287,8492
22,501,29,8493
22,502,931,8494
22,827,3,8495
22,402,16,8496
22,1135,64,8497
22,27,55,8498
22,504,819,8499
22,1069,5,8500
22,1106,913,8501
22,165,903,8502
22,1136,12,8503
22,1137,60,8504
22,508,60,8505
22,1138,70,8506
22,1139,21,8507
22,333,114,8508
22,921,8,8509
22,174,23152,8510
22,510,735,8511
22,511,24,8512
22,439,7,8513
22,374,2042,8514
22,391,69,8515
22,334,1086,8516
22,119,18,8517
22,514,79,8518
22,1140,10,8519
22,120,6,8520
22,14,1993,8521
22,516,56,8522
22,392,38,8523
22,393,28,8524
22,519,268,8525
22,335,1543,8526
22,454,201,8527
22,524,2,8528
22,43,4760,8529
22,195,126504,8530
22,122,25,8531
22,828,1,8532
22,525,26,8533
22,368,644,8534
22,113,3304,8535
22,703,1,8536
22,529,3,8537
22,530,9,8538
22,336,783,8539
22,1091,2,8540
22,337,2915,8541
22,532,2,8542
22,972,151,8543
22,1141,2,8544
22,455,83,8545
22,535,62,8546
22,1142,162,8547
22,414,16,8548
22,450,22,8549
22,570,1896,8550
22,456,852,8551
22,457,43,8552
22,15,15,8553
22,123,5,8554
22,1143,171,8555
22,541,9,8556
22,1144,13,8557
22,542,118,8558
22,544,102,8559
476,47,5,8560
476,339,27147,8561
476,48,6,8562
476,726,344,8563
476,51,38,8564
476,132,4,8565
476,135,2,8566
476,136,17,8567
476,137,118,8568
476,591,223,8569
476,53,18,8570
476,54,9,8571
476,55,24,8572
476,140,36,8573
476,146,14,8574
476,147,60734,8575
476,57,187,8576
476,1061,9,8577
476,59,61,8578
476,60,52,8579
476,109,234,8580
476,150,3,8581
476,613,3,8582
476,152,276,8583
476,345,2,8584
476,66,3,8585
476,258,40,8586
476,221,11,8587
476,477,108,8588
476,1145,164,8589
476,159,180,8590
476,111,1399,8591
476,72,147,8592
476,164,19308,8593
476,165,12812,8594
476,263,3,8595
476,749,7,8596
476,641,2,8597
476,79,328,8598
476,81,28,8599
476,82,33,8600
476,83,144,8601
476,84,97,8602
476,85,48,8603
476,174,136296,8604
476,478,152,8605
476,177,72,8606
476,178,33,8607
476,88,61629,8608
476,90,25,8609
476,183,135,8610
476,659,104,8611
476,92,129,8612
476,189,121,8613
476,98,14573,8614
476,356,107,8615
476,197,52,8616
476,113,26641,8617
476,102,313,8618
476,851,2,8619
476,103,138,8620
476,204,135,8621
476,279,114,8622
476,687,7,8623
151,124,2,8624
151,128,188,8625
151,131,57,8626
151,726,15,8627
151,132,404,8628
151,136,16,8629
151,591,12,8630
151,973,6,8631
151,54,53,8632
151,55,404,8633
151,937,125,8634
151,140,47,8635
151,143,150,8636
151,147,50345,8637
151,57,78948,8638
151,59,263,8639
151,108,130,8640
151,109,218,8641
151,613,3,8642
151,620,18978,8643
151,152,166,8644
151,625,1,8645
151,68,42,8646
151,159,607,8647
151,70,112,8648
151,111,852,8649
151,164,74392,8650
151,165,111196,8651
151,1100,128,8652
151,78,5,8653
151,847,120,8654
151,79,2,8655
151,82,139,8656
151,169,78,8657
151,170,2,8658
151,646,122,8659
151,178,109,8660
151,88,2,8661
151,181,79,8662
151,182,19884,8663
151,183,89773,8664
151,184,118,8665
151,185,2,8666
151,733,6,8667
151,190,11,8668
151,191,233,8669
151,192,20,8670
151,194,75,8671
151,195,35769,8672
151,196,43742,8673
151,113,40995,8674
151,114,2,8675
151,203,1,8676
151,561,3,8677
151,204,282,8678
151,717,151,8679
256,245,424,8680
256,338,412,8681
256,246,49,8682
256,46,120018,8683
256,462,8,8684
256,49,16,8685
256,51,10,8686
256,250,1,8687
256,52,3,8688
256,55,121625,8689
256,341,75,8690
256,143,8,8691
256,255,24,8692
256,56,43,8693
256,146,33,8694
256,57,13645,8695
256,604,17,8696
256,60,37,8697
256,372,4,8698
256,154,122,8699
256,68,44,8700
256,69,2,8701
256,71,1312,8702
256,465,64,8703
256,78,30,8704
256,79,44,8705
256,350,11,8706
256,467,3,8707
256,266,3,8708
256,178,6,8709
256,180,20,8710
256,656,81,8711
256,92,12,8712
256,471,5,8713
256,188,1,8714
256,191,190,8715
256,272,1,8716
256,194,9,8717
256,102,18,8718
256,202,2,8719
256,104,291,8720
256,105,104,8721
256,376,33,8722
23,20,2,8723
23,325,1,8724
23,566,5,8725
23,315,100,8726
23,327,16,8727
23,22,10,8728
23,569,59,8729
23,329,88,8730
23,551,11,8731
23,330,23,8732
23,331,1,8733
23,27,5,8734
23,439,9,8735
23,334,1,8736
23,120,9,8737
23,516,34,8738
23,189,78,8739
23,336,79,8740
23,1146,2,8741
23,455,2,8742
23,570,22,8743
23,456,6,8744
613,46,1262,8745
613,129,79,8746
613,131,38,8747
613,51,19,8748
613,136,49,8749
613,55,17,8750
613,147,23964,8751
613,109,233,8752
613,62,15,8753
613,619,1,8754
613,111,117,8755
613,73,16,8756
613,164,14143,8757
613,167,1,8758
613,732,95,8759
613,174,30138,8760
613,176,79,8761
613,179,33,8762
613,88,6684,8763
613,188,13,8764
613,189,2,8765
613,711,7,8766
613,194,27,8767
613,195,40815,8768
613,196,35,8769
613,197,46,8770
613,113,56915,8771
613,199,89,8772
613,114,40,8773
613,204,79,8774
613,240,11,8775
613,212,2,8776
614,46,82362,8777
614,133,72286,8778
614,55,41849,8779
614,60,24229,8780
614,150,116841,8781
614,69,65227,8782
614,74,280854,8783
614,165,37718,8784
614,80,844,8785
614,317,69707,8786
614,175,44,8787
614,88,108195,8788
614,90,82188,8789
614,92,283,8790
614,190,34,8791
614,195,433,8792
614,196,197,8793
615,46,166,8794
615,317,629,8795
615,273,15791,8796
1147,1148,58,8797
1149,72,2,8798
1150,1151,22342,8799
1152,10,1,8800
1152,1153,8,8801
1154,1051,32,8802
1155,10,31,8803
1110,1109,10,8804
766,764,2,8805
766,54,1323,8806
766,765,51,8807
766,767,1,8808
810,7,13,8809
810,164,117,8810
810,165,7139,8811
810,732,115,8812
810,183,54165,8813
810,660,92,8814
810,1045,151,8815
810,113,15,8816
810,205,8,8817
62,44,7710,8818
62,124,954,8819
62,213,1,8820
62,245,145894,8821
62,246,1,8822
62,125,42043,8823
62,485,269,8824
62,573,644,8825
62,46,1134439,8826
62,579,5168,8827
62,128,60177,8828
62,723,14013,8829
62,742,19294,8830
62,580,127,8831
62,129,49536,8832
62,546,109,8833
62,790,1202,8834
62,49,7718,8835
62,819,3295,8836
62,560,5,8837
62,51,78027,8838
62,340,117298,8839
62,132,864,8840
62,133,295375,8841
62,247,36993,8842
62,463,1125,8843
62,248,472,8844
62,135,70268,8845
62,925,276,8846
62,137,293696,8847
62,250,4168,8848
62,52,14,8849
62,53,918,8850
62,54,70660,8851
62,598,144,8852
62,979,15596,8853
62,55,365650,8854
62,138,37458,8855
62,140,255,8856
62,1005,33564,8857
62,1008,6,8858
62,253,79042,8859
62,143,88045,8860
62,602,27,8861
62,145,15510,8862
62,56,74,8863
62,146,264371,8864
62,147,133899,8865
62,57,251404,8866
62,604,147,8867
62,59,135,8868
62,60,363347,8869
62,148,3459,8870
62,608,551,8871
62,1097,6469,8872
62,840,1148,8873
62,108,524,8874
62,150,482186,8875
62,611,13171,8876
62,1111,2,8877
62,63,4159,8878
62,618,37535,8879
62,497,11760,8880
62,220,66,8881
62,152,30,8882
62,621,6834,8883
62,1156,2809,8884
62,65,2480,8885
62,66,136,8886
62,154,190,8887
62,258,13169,8888
62,67,21385,8889
62,346,26996,8890
62,1157,62,8891
62,157,75370,8892
62,10,91207,8893
62,799,13724,8894
62,224,4,8895
62,69,101004,8896
62,159,265616,8897
62,72,34299,8898
62,161,105992,8899
62,629,50,8900
62,465,27,8901
62,73,106286,8902
62,74,473218,8903
62,348,127567,8904
62,164,150712,8905
62,165,176694,8906
62,166,129,8907
62,76,9319,8908
62,631,249,8909
62,77,775873,8910
62,167,46318,8911
62,633,3,8912
62,634,13909,8913
62,78,678,8914
62,749,2,8915
62,168,3,8916
62,641,41,8917
62,265,65954,8918
62,79,37198,8919
62,80,233990,8920
62,1158,38743,8921
62,350,6752,8922
62,81,172046,8923
62,82,52508,8924
62,170,52,8925
62,644,13184,8926
62,373,133,8927
62,1159,7482,8928
62,237,58,8929
62,171,7397,8930
62,317,38,8931
62,83,34744,8932
62,646,262,8933
62,1160,143,8934
62,174,66485,8935
62,175,55105,8936
62,1161,3,8937
62,651,6,8938
62,86,31446,8939
62,1162,3,8940
62,87,204478,8941
62,318,807,8942
62,176,994,8943
62,177,68,8944
62,178,2220,8945
62,179,461,8946
62,88,229484,8947
62,180,7180,8948
62,1118,23,8949
62,656,89083,8950
62,858,25414,8951
62,181,23,8952
62,182,450,8953
62,1163,672,8954
62,1164,5,8955
62,90,326288,8956
62,183,96907,8957
62,91,177,8958
62,92,71398,8959
62,661,44942,8960
62,664,16746,8961
62,665,13341,8962
62,186,71943,8963
62,269,172,8964
62,188,65462,8965
62,95,27507,8966
62,189,305,8967
62,96,133,8968
62,271,1137,8969
62,97,74,8970
62,190,4468,8971
62,353,19556,8972
62,191,1073,8973
62,272,1125,8974
62,194,506,8975
62,355,98061,8976
62,195,1795,8977
62,98,405,8978
62,196,105783,8979
62,197,264,8980
62,99,60491,8981
62,273,248443,8982
62,100,43,8983
62,113,15304,8984
62,199,2282,8985
62,1165,1,8986
62,200,1581,8987
62,1076,20701,8988
62,102,43627,8989
62,673,39482,8990
62,677,44934,8991
62,678,5985,8992
62,1166,446,8993
62,1167,4014,8994
62,202,15136,8995
62,203,246537,8996
62,103,5,8997
62,204,201,8998
62,240,17892,8999
62,104,674,9000
62,686,1728,9001
62,687,11811,9002
62,720,10659,9003
62,1126,79,9004
62,212,172298,9005
62,205,44,9006
62,206,40,9007
62,106,190446,9008
62,1168,4345,9009
616,46,28816,9010
616,51,9,9011
616,137,1,9012
616,597,1,9013
616,55,54016,9014
616,341,28,9015
616,65,6,9016
1169,572,4,9017
1170,397,2,9018
1170,508,3,9019
949,948,6,9020
949,147,9487,9021
949,1039,253,9022
949,164,1512,9023
949,179,755,9024
949,747,32,9025
949,183,850,9026
949,1045,255,9027
949,1171,1,9028
1172,1173,4,9029
728,339,3467,9030
728,56,131,9031
728,147,274,9032
728,153,145,9033
728,111,1135,9034
728,164,29753,9035
728,847,126,9036
728,732,123,9037
728,902,120,9038
728,189,134,9039
728,190,128,9040
728,113,126,9041
1174,366,11,9042
63,125,12,9043
63,46,218668,9044
63,47,52,9045
63,462,10,9046
63,51,87,9047
63,379,3,9048
63,463,12,9049
63,135,9,9050
63,136,5,9051
63,249,3,9052
63,52,10,9053
63,53,7,9054
63,54,25581,9055
63,55,43,9056
63,138,1,9057
63,255,11,9058
63,59,16,9059
63,60,75707,9060
63,840,5,9061
63,61,2,9062
63,611,35,9063
63,62,3433,9064
63,258,65,9065
63,67,31,9066
63,68,95,9067
63,69,149,9068
63,111,624,9069
63,465,27,9070
63,721,1,9071
63,79,31,9072
63,80,39295,9073
63,350,26,9074
63,83,31036,9075
63,266,4,9076
63,843,4,9077
63,85,30,9078
63,174,19882,9079
63,175,15,9080
63,177,7,9081
63,178,5,9082
63,88,41156,9083
63,90,17,9084
63,659,2,9085
63,92,48,9086
63,471,26,9087
63,186,1,9088
63,188,39,9089
63,95,2,9090
63,96,34,9091
63,97,19396,9092
63,272,5,9093
63,194,2,9094
63,203,21818,9095
63,103,1,9096
63,106,2,9097
1175,69,486,9098
1175,968,26,9099
1175,174,7690,9100
235,233,214,9101
235,128,92,9102
235,560,39,9103
235,598,225,9104
235,145,39,9105
235,147,188,9106
235,108,124,9107
235,109,715,9108
235,150,67,9109
235,74,345,9110
235,164,71,9111
235,166,104,9112
235,1176,36,9113
235,79,73,9114
235,85,41,9115
235,177,66,9116
235,90,70,9117
235,183,64,9118
235,938,131,9119
235,238,127,9120
235,240,49,9121
235,736,172,9122
235,278,41,9123
1177,10,2,9124
1177,749,1,9125
1177,1178,4,9126
1177,1179,8,9127
1177,698,1,9128
617,46,7733,9129
618,46,10491,9130
618,49,12,9131
618,51,1,9132
618,133,85,9133
618,55,15877,9134
618,138,46,9135
618,150,141,9136
618,62,39799,9137
618,74,5943,9138
618,77,62,9139
618,78,1,9140
618,317,53526,9141
618,181,331,9142
618,194,2,9143
618,384,34,9144
1180,621,6,9145
1180,230,7,9146
1180,106,5,9147
1181,544,164,9148
1077,292,4,9149
497,32,9848,9150
497,46,144581,9151
497,738,1,9152
497,572,5,9153
497,133,124510,9154
497,54,3004,9155
497,55,82420,9156
497,147,102361,9157
497,57,147185,9158
497,60,128516,9159
497,150,198991,9160
497,22,1385,9161
497,62,11207,9162
497,10,2,9163
497,69,320311,9164
497,159,167006,9165
497,74,327858,9166
497,164,25802,9167
497,165,161786,9168
497,80,82789,9169
497,317,101596,9170
497,174,893,9171
497,88,379528,9172
497,90,179780,9173
497,183,5109,9174
497,92,765,9175
497,188,241,9176
497,190,3272,9177
497,195,68835,9178
497,196,267163,9179
497,675,5,9180
497,230,2,9181
774,315,6173,9182
774,242,995,9183
774,1012,2,9184
774,976,568,9185
774,977,4224,9186
774,1182,6,9187
774,1108,334,9188
774,777,9,9189
774,1183,3,9190
774,978,3,9191
774,784,6,9192
220,216,9,9193
220,46,132,9194
220,51,50,9195
220,133,91,9196
220,136,6,9197
220,138,85,9198
220,1184,3,9199
220,147,46,9200
220,60,41,9201
220,62,126,9202
220,69,179,9203
220,81,28,9204
220,317,52,9205
220,88,51,9206
220,181,6,9207
220,90,128,9208
220,183,42,9209
220,92,334,9210
220,188,220,9211
220,95,46,9212
220,192,4,9213
220,907,2,9214
220,202,82,9215
220,203,107,9216
220,474,40,9217
220,687,118,9218
220,720,31,9219
220,212,49,9220
220,205,43,9221
220,872,34,9222
220,106,39,9223
619,44,2,9224
619,125,2,9225
619,46,2836,9226
619,47,17,9227
619,128,1,9228
619,339,26947,9229
619,129,1,9230
619,726,5,9231
619,585,110,9232
619,51,9,9233
619,132,80,9234
619,53,8,9235
619,54,15,9236
619,138,95,9237
619,143,37,9238
619,254,3,9239
619,147,66905,9240
619,57,10927,9241
619,58,9,9242
619,60,12462,9243
619,150,116,9244
619,476,38,9245
619,151,3,9246
619,257,10,9247
619,345,3,9248
619,66,8,9249
619,154,79,9250
619,258,140,9251
619,155,5,9252
619,477,138,9253
619,69,1129,9254
619,159,13,9255
619,111,433,9256
619,793,151,9257
619,72,168,9258
619,164,30842,9259
619,165,14619,9260
619,721,2,9261
619,466,10,9262
619,82,61,9263
619,83,67,9264
619,84,115,9265
619,85,95,9266
619,174,100162,9267
619,478,147,9268
619,177,79,9269
619,178,59,9270
619,88,72695,9271
619,183,756,9272
619,691,1,9273
619,95,5,9274
619,190,16,9275
619,191,28,9276
619,354,44,9277
619,692,2,9278
619,194,8,9279
619,98,12559,9280
619,197,178,9281
619,113,16,9282
619,102,1,9283
619,275,13,9284
619,203,3,9285
619,103,7,9286
619,204,3,9287
619,473,49,9288
619,279,117,9289
619,212,10,9290
619,106,4,9291
962,54,14,9292
962,138,2,9293
962,1049,6,9294
962,57,51185,9295
962,82,31969,9296
962,200,2,9297
729,51,142,9298
729,136,2,9299
729,604,137,9300
729,163,152,9301
729,167,299,9302
729,204,1,9303
1185,10,3,9304
1185,165,4,9305
1185,106,3,9306
498,32,543,9307
498,22,192,9308
498,961,32898,9309
498,418,3440,9310
889,136,2,9311
1186,199,3,9312
549,17,13,9313
549,397,7,9314
549,402,1,9315
549,511,1,9316
549,413,8,9317
954,952,1,9318
954,956,1,9319
954,958,3,9320
879,21,11,9321
879,22,3,9322
257,245,290,9323
257,46,31586,9324
257,129,17,9325
257,791,78,9326
257,572,6,9327
257,49,20,9328
257,824,38,9329
257,51,50,9330
257,463,3,9331
257,135,17,9332
257,249,15,9333
257,597,134,9334
257,54,1,9335
257,143,25182,9336
257,145,43,9337
257,57,29584,9338
257,60,63039,9339
257,840,13,9340
257,61,4,9341
257,619,17,9342
257,962,2,9343
257,65,454,9344
257,259,49,9345
257,260,45,9346
257,68,35,9347
257,69,213,9348
257,70,127,9349
257,111,337,9350
257,465,46,9351
257,76,5,9352
257,78,39,9353
257,350,2,9354
257,82,74,9355
257,373,12,9356
257,83,6,9357
257,266,19,9358
257,843,4,9359
257,174,3555,9360
257,175,146,9361
257,86,5153,9362
257,87,169,9363
257,88,72962,9364
257,91,20408,9365
257,92,19,9366
257,719,1,9367
257,269,31,9368
257,188,25,9369
257,95,95,9370
257,189,113,9371
257,96,11,9372
257,271,38,9373
257,272,17,9374
257,354,113,9375
257,98,17842,9376
257,274,11,9377
257,202,4,9378
257,103,1,9379
257,473,2,9380
257,240,23,9381
257,104,423,9382
257,105,23,9383
257,376,2,9384
257,720,1,9385
257,106,28,9386
927,807,88,9387
1130,22,2,9388
1130,508,5,9389
963,1187,2,9390
963,87,6,9391
963,460,2,9392
963,784,4,9393
963,106,17,9394
